"bout","foragdiv_id","foragdata_id","date","timestart","timeend","where","canopy","kelptype","success","prey","number","size","qualifier","geometry","site"
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB1-9","mba-2016-12-03-bkd-844-SB1-9-1",2016-12-03,1899-12-31 08:44:00,1899-12-31 08:57:00,"a",0,"x","y","mus",2,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB1-9","mba-2016-12-03-bkd-844-SB1-9-2",2016-12-03,1899-12-31 08:44:00,1899-12-31 08:57:00,"a",0,"x","y","mus",6,1,"b",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-1","mba-2016-12-03-bkd-844-SB2-1-2",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",4,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-1","mba-2016-12-03-bkd-844-SB2-1-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",3,2,"a",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-2","mba-2016-12-03-bkd-844-SB2-2-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",5,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-2","mba-2016-12-03-bkd-844-SB2-2-2",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",1,2,"a",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-3","mba-2016-12-03-bkd-844-SB2-3-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",2,2,"a",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-3","mba-2016-12-03-bkd-844-SB2-3-2",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",3,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-3","mba-2016-12-03-bkd-844-SB2-3-3",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",2,1,"b",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-4","mba-2016-12-03-bkd-844-SB2-4-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",9,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-5","mba-2016-12-03-bkd-844-SB2-5-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",6,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-6","mba-2016-12-03-bkd-844-SB2-6-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",1,2,"a",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-6","mba-2016-12-03-bkd-844-SB2-6-2",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",6,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-03-bkd-844","mba-2016-12-03-bkd-844-SB2-7","mba-2016-12-03-bkd-844-SB2-7-1",2016-12-03,1899-12-31 09:01:00,1899-12-31 09:16:00,"a",0,"x","y","mus",3,1,"c",c(-121.891798531153, 36.6085390602614),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-10","mba-2016-12-06-snl-1008-SB1-10-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","y","dol",5,1,"b",c(-121.88336208603, 36.6043145749255),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-3","mba-2016-12-06-snl-1008-SB1-3-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","y","kcr",1,2,"a",c(-121.887775933765, 36.6056183474891),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-4","mba-2016-12-06-snl-1008-SB1-4-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","y","unk",1,1,"b",c(-121.887040292476, 36.6054010633645),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-6","mba-2016-12-06-snl-1008-SB1-6-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","y","unk",1,1,"b",c(-121.885884284736, 36.6050596077485),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-7","mba-2016-12-06-snl-1008-SB1-7-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","y","dol",6,1,"b",c(-121.885884284736, 36.6050596077485),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-8","mba-2016-12-06-snl-1008-SB1-8-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","c","dol",2,NA,NA,c(-121.884938460221, 36.6047802266677),NA
"mba-2016-12-06-snl-1008","mba-2016-12-06-snl-1008-SB1-9","mba-2016-12-06-snl-1008-SB1-9-1",2016-12-06,1899-12-31 10:08:00,1899-12-31 10:35:00,"o",0,"x","y","dol",10,1,"c",c(-121.884938460221, 36.6047802266677),NA
"mba-2016-12-06-snl-1137","mba-2016-12-06-snl-1137-SB1-1","mba-2016-12-06-snl-1137-SB1-1-1",2016-12-06,1899-12-31 11:37:00,1899-12-31 11:54:00,"k",1,"m","y","unk",2,1,"c",c(-121.897369435049, 36.6191726801334),NA
"mba-2016-12-06-snl-1137","mba-2016-12-06-snl-1137-SB1-3","mba-2016-12-06-snl-1137-SB1-3-1",2016-12-06,1899-12-31 11:37:00,1899-12-31 11:54:00,"k",1,"m","y","pur",1,1,"c",c(-121.898431564476, 36.6182808037562),NA
"mba-2016-12-06-snl-1137","mba-2016-12-06-snl-1137-SB1-4","mba-2016-12-06-snl-1137-SB1-4-1",2016-12-06,1899-12-31 11:37:00,1899-12-31 11:54:00,"k",1,"m","y","can",1,3,"a",c(-121.898915705805, 36.6184447870297),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB1-1","mba-2016-12-06-snl-1259-SB1-1-1",2016-12-06,1899-12-31 12:59:00,1899-12-31 13:36:00,"e",0,"x","y","pur",6,1,"c",c(-121.906756843873, 36.621737123502),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB1-2","mba-2016-12-06-snl-1259-SB1-2-1",2016-12-06,1899-12-31 12:59:00,1899-12-31 13:36:00,"e",0,"x","y","pur",1,2,"a",c(-121.906756843873, 36.621737123502),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB1-2","mba-2016-12-06-snl-1259-SB1-2-2",2016-12-06,1899-12-31 12:59:00,1899-12-31 13:36:00,"e",0,"x","y","chi",1,2,"a",c(-121.906756843873, 36.621737123502),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB1-3","mba-2016-12-06-snl-1259-SB1-3-1",2016-12-06,1899-12-31 12:59:00,1899-12-31 13:36:00,"e",0,"x","y","chi",2,2,"a",c(-121.906424270969, 36.6216986511219),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB1-3","mba-2016-12-06-snl-1259-SB1-3-2",2016-12-06,1899-12-31 12:59:00,1899-12-31 13:36:00,"e",0,"x","y","mus",2,2,"a",c(-121.906424270969, 36.6216986511219),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB1-6","mba-2016-12-06-snl-1259-SB1-6-1",2016-12-06,1899-12-31 12:59:00,1899-12-31 13:36:00,"e",0,"x","y","pur",2,1,"c",c(-121.905869982797, 36.6216345284346),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-1","mba-2016-12-06-snl-1259-SB2-1-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,1,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-10","mba-2016-12-06-snl-1259-SB2-10-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",3,2,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-11","mba-2016-12-06-snl-1259-SB2-11-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,1,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-12","mba-2016-12-06-snl-1259-SB2-12-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,2,"a",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-13","mba-2016-12-06-snl-1259-SB2-13-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,1,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-14","mba-2016-12-06-snl-1259-SB2-14-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,2,"a",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-15","mba-2016-12-06-snl-1259-SB2-15-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,1,"b",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-2","mba-2016-12-06-snl-1259-SB2-2-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",3,1,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-3","mba-2016-12-06-snl-1259-SB2-3-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",2,1,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-4","mba-2016-12-06-snl-1259-SB2-4-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",3,1,"c",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-6","mba-2016-12-06-snl-1259-SB2-6-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",3,2,"a",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-7","mba-2016-12-06-snl-1259-SB2-7-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",3,2,"a",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-8","mba-2016-12-06-snl-1259-SB2-8-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",1,2,"a",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1259","mba-2016-12-06-snl-1259-SB2-9","mba-2016-12-06-snl-1259-SB2-9-1",2016-12-06,1899-12-31 13:18:00,1899-12-31 13:36:00,"I",0,"x","y","mus",2,2,"a",c(-121.904709908109, 36.6220691070264),NA
"mba-2016-12-06-snl-1515","mba-2016-12-06-snl-1515-SB1-1","mba-2016-12-06-snl-1515-SB1-1-1",2016-12-06,1899-12-31 15:15:00,1899-12-31 15:30:00,"k",1,"m","y","fat",1,2,"c",c(-121.893404394783, 36.610725115999),"Breakwater"
"mba-2016-12-06-snl-1515","mba-2016-12-06-snl-1515-SB1-2","mba-2016-12-06-snl-1515-SB1-2-1",2016-12-06,1899-12-31 15:15:00,1899-12-31 15:30:00,"k",1,"m","y","fat",1,3,"c",c(-121.893404394783, 36.610725115999),"Breakwater"
"mba-2016-12-06-snl-1515","mba-2016-12-06-snl-1515-SB1-3","mba-2016-12-06-snl-1515-SB1-3-1",2016-12-06,1899-12-31 15:15:00,1899-12-31 15:30:00,"k",1,"m","y","fat",1,3,"c",c(-121.893404394783, 36.610725115999),"Breakwater"
"mba-2016-12-06-snl-1515","mba-2016-12-06-snl-1515-SB1-5","mba-2016-12-06-snl-1515-SB1-5-1",2016-12-06,1899-12-31 15:15:00,1899-12-31 15:30:00,"k",1,"m","y","pur",7,1,"c",c(-121.893404394783, 36.610725115999),"Breakwater"
"mba-2016-12-06-snl-1515","mba-2016-12-06-snl-1515-SB1-6","mba-2016-12-06-snl-1515-SB1-6-1",2016-12-06,1899-12-31 15:15:00,1899-12-31 15:30:00,"k",1,"m","y","pur",5,1,"c",c(-121.893404394783, 36.610725115999),"Breakwater"
"mba-2016-12-06-snl-1515","mba-2016-12-06-snl-1515-SB1-7","mba-2016-12-06-snl-1515-SB1-7-1",2016-12-06,1899-12-31 15:15:00,1899-12-31 15:30:00,"k",1,"m","y","pur",3,1,"c",c(-121.893404394783, 36.610725115999),"Breakwater"
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-1","mba-2016-12-07-snl-1137-SB1-1-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",1,1,"b",c(-121.91859139373, 36.6334149050206),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-10","mba-2016-12-07-snl-1137-SB1-10-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",4,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-11","mba-2016-12-07-snl-1137-SB1-11-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",5,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-12","mba-2016-12-07-snl-1137-SB1-12-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",7,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-16","mba-2016-12-07-snl-1137-SB1-16-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",7,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-17","mba-2016-12-07-snl-1137-SB1-17-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",1,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-19","mba-2016-12-07-snl-1137-SB1-19-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",5,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-2","mba-2016-12-07-snl-1137-SB1-2-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",5,1,"b",c(-121.91859139373, 36.6334149050206),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-20","mba-2016-12-07-snl-1137-SB1-20-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",8,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-21","mba-2016-12-07-snl-1137-SB1-21-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",7,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-22","mba-2016-12-07-snl-1137-SB1-22-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",7,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-23","mba-2016-12-07-snl-1137-SB1-23-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",5,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-24","mba-2016-12-07-snl-1137-SB1-24-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","c","gas",1,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-25","mba-2016-12-07-snl-1137-SB1-25-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",6,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-26","mba-2016-12-07-snl-1137-SB1-26-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",5,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-3","mba-2016-12-07-snl-1137-SB1-3-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",6,1,"b",c(-121.91859139373, 36.6334149050206),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-4","mba-2016-12-07-snl-1137-SB1-4-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",2,1,"b",c(-121.91859139373, 36.6334149050206),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-5","mba-2016-12-07-snl-1137-SB1-5-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",9,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-6","mba-2016-12-07-snl-1137-SB1-6-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",6,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-7","mba-2016-12-07-snl-1137-SB1-7-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",3,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-8","mba-2016-12-07-snl-1137-SB1-8-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",2,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-07-snl-1137","mba-2016-12-07-snl-1137-SB1-9","mba-2016-12-07-snl-1137-SB1-9-1",2016-12-07,1899-12-31 11:37:00,1899-12-31 12:06:00,"k",1,"m","y","gas",4,1,"b",c(-121.918264251517, 36.632819671949),NA
"mba-2016-12-12-sme-1045","mba-2016-12-12-sme-1045-SB1-4","mba-2016-12-12-sme-1045-SB1-4-1",2016-12-12,1899-12-31 10:45:00,1899-12-31 10:57:00,"k",1,"m","y","prc",1,1,"c",c(-121.894288754407, 36.6111100309809),"Breakwater"
"mba-2016-12-12-sme-1045","mba-2016-12-12-sme-1045-SB1-5","mba-2016-12-12-sme-1045-SB1-5-1",2016-12-12,1899-12-31 10:45:00,1899-12-31 10:57:00,"k",1,"m","m","prc",1,1,"c",c(-121.894157404936, 36.6110872340259),"Breakwater"
"mba-2016-12-12-sme-1045","mba-2016-12-12-sme-1045-SB1-6","mba-2016-12-12-sme-1045-SB1-6-1",2016-12-12,1899-12-31 10:45:00,1899-12-31 10:57:00,"k",1,"m","y","prc",1,1,"c",c(-121.894157404936, 36.6110872340259),"Breakwater"
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-1","mba-2016-12-12-sme-1214-SB1-1-2",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",2,1,"c",c(-121.910931159612, 36.6245872302473),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-1","mba-2016-12-12-sme-1214-SB1-1-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,1,"b",c(-121.910931159612, 36.6245872302473),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-10","mba-2016-12-12-sme-1214-SB1-10-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","c","och",0.25,3,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-11","mba-2016-12-12-sme-1214-SB1-11-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",2,1,"b",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-13","mba-2016-12-12-sme-1214-SB1-13-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-14","mba-2016-12-12-sme-1214-SB1-14-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-15","mba-2016-12-12-sme-1214-SB1-15-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",0.001,1,"c",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-16","mba-2016-12-12-sme-1214-SB1-16-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",3,1,"c",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-16","mba-2016-12-12-sme-1214-SB1-16-2",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-17","mba-2016-12-12-sme-1214-SB1-17-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",2,1,"c",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-17","mba-2016-12-12-sme-1214-SB1-17-2",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-17","mba-2016-12-12-sme-1214-SB1-17-3",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,1,"b",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-18","mba-2016-12-12-sme-1214-SB1-18-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,1,"c",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-2","mba-2016-12-12-sme-1214-SB1-2-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,1,"c",c(-121.910931159612, 36.6245872302473),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-2","mba-2016-12-12-sme-1214-SB1-2-2",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",2,2,"a",c(-121.910931159612, 36.6245872302473),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-3","mba-2016-12-12-sme-1214-SB1-3-2",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"c",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-3","mba-2016-12-12-sme-1214-SB1-3-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"b",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-4","mba-2016-12-12-sme-1214-SB1-4-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",2,1,"c",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-5","mba-2016-12-12-sme-1214-SB1-5-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",2,2,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-5","mba-2016-12-12-sme-1214-SB1-5-2",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","pur",1,2,"b",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-6","mba-2016-12-12-sme-1214-SB1-6-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","y","och",0.25,3,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-7","mba-2016-12-12-sme-1214-SB1-7-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","c","och",0.25,3,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-8","mba-2016-12-12-sme-1214-SB1-8-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","c","och",0.25,3,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-12-sme-1214","mba-2016-12-12-sme-1214-SB1-9","mba-2016-12-12-sme-1214-SB1-9-1",2016-12-12,1899-12-31 12:14:00,1899-12-31 13:00:00,"o",0,"x","c","och",0.25,3,"a",c(-121.912092211568, 36.6239633960371),NA
"mba-2016-12-14-mms-1541","mba-2016-12-14-mms-1541-SB1-10","mba-2016-12-14-mms-1541-SB1-10-1",2016-12-14,1899-12-31 15:41:00,1899-12-31 16:09:00,"k",0.5,"m","y","ste",1,2,"a",c(-121.901513433231, 36.6208625456426),NA
