"bout","foragdiv_id","foragdata_id","date","timestart","timeend","where","canopy","kelptype","success","prey","number","size","qualifier","geometry","site"
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-3","nsf-2018-12-04-snl-1106-SB1-3-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",8,2,"a",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-4","nsf-2018-12-04-snl-1106-SB1-4-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",5,1,"c",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-5","nsf-2018-12-04-snl-1106-SB1-5-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",4,2,"a",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-5","nsf-2018-12-04-snl-1106-SB1-5-2",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",2,2,"b",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-6","nsf-2018-12-04-snl-1106-SB1-6-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",4,2,"a",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-6","nsf-2018-12-04-snl-1106-SB1-6-2",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",1,2,"b",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-7","nsf-2018-12-04-snl-1106-SB1-7-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",3,2,"a",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-8","nsf-2018-12-04-snl-1106-SB1-8-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",3,2,"a",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-1106","nsf-2018-12-04-snl-1106-SB1-9","nsf-2018-12-04-snl-1106-SB1-9-1",2018-12-04,1899-12-31 11:06:00,1899-12-31 11:38:00,"I",0.5,"m","y","mus",4,1,"c",c(-121.903723763705, 36.6222151097793),NA
"nsf-2018-12-04-snl-927","nsf-2018-12-04-snl-927-SB1-1","nsf-2018-12-04-snl-927-SB1-1-1",2018-12-04,1899-12-31 09:27:00,1899-12-31 09:46:00,"k",1,"m","y","dol",11,1,"b",c(-121.893287657133, 36.609400960619),"Breakwater"
"nsf-2018-12-04-snl-927","nsf-2018-12-04-snl-927-SB1-2","nsf-2018-12-04-snl-927-SB1-2-1",2018-12-04,1899-12-31 09:27:00,1899-12-31 09:46:00,"k",1,"m","y","mus",6,1,"b",c(-121.893127980421, 36.6094429380022),"Breakwater"
"nsf-2018-12-04-snl-927","nsf-2018-12-04-snl-927-SB1-3","nsf-2018-12-04-snl-927-SB1-3-1",2018-12-04,1899-12-31 09:27:00,1899-12-31 09:46:00,"k",1,"m","y","mus",5,1,"c",c(-121.893127980421, 36.6094429380022),"Breakwater"
"nsf-2018-12-04-snl-927","nsf-2018-12-04-snl-927-SB1-4","nsf-2018-12-04-snl-927-SB1-4-1",2018-12-04,1899-12-31 09:27:00,1899-12-31 09:46:00,"k",1,"m","y","mus",4,1,"c",c(-121.893127980421, 36.6094429380022),"Breakwater"
"nsf-2018-12-04-snl-927","nsf-2018-12-04-snl-927-SB1-5","nsf-2018-12-04-snl-927-SB1-5-1",2018-12-04,1899-12-31 09:27:00,1899-12-31 09:46:00,"k",1,"m","y","mus",3,1,"c",c(-121.893127980421, 36.6094429380022),"Breakwater"
"nsf-2018-12-06-jbc-1021","nsf-2018-12-06-jbc-1021-SB1-1","nsf-2018-12-06-jbc-1021-SB1-1-1",2018-12-06,1899-12-31 10:21:00,1899-12-31 10:46:00,"a",0,"x","y","wrl",1,1,"b",c(-121.889627454292, 36.6044013901404),NA
"nsf-2018-12-06-jbc-1021","nsf-2018-12-06-jbc-1021-SB1-2","nsf-2018-12-06-jbc-1021-SB1-2-1",2018-12-06,1899-12-31 10:21:00,1899-12-31 10:24:00,"a",0,"x","y","kcr",1,1,"c",c(-121.889627454292, 36.6044013901404),NA
"nsf-2018-12-06-jbc-1021","nsf-2018-12-06-jbc-1021-SB2-2","nsf-2018-12-06-jbc-1021-SB2-2-1",2018-12-06,1899-12-31 10:32:00,1899-12-31 10:46:00,"a",0,"x","y","unk",NA,NA,NA,c(-121.890609881997, 36.6047725000428),NA
"nsf-2018-12-06-jbc-1021","nsf-2018-12-06-jbc-1021-SB2-3","nsf-2018-12-05-jbc-1021-SB2-3-1",2018-12-06,1899-12-31 10:32:00,1899-12-31 10:46:00,"a",0,"x","y","unk",1,1,NA,c(-121.890196057335, 36.6044917692916),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-10","nsf-2018-12-06-jbc-1416-SB1-10-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","pur",3,1,"b",c(-121.920360693813, 36.6297949127261),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-15","nsf-2018-12-06-jbc-1416-SB1-15-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","can",1,2,"a",c(-121.920449853689, 36.6294798589848),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-16","nsf-2018-12-06-jbc-1416-SB1-16-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","kcr",1,1,"c",c(-121.920471343467, 36.6297395065624),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-18","nsf-2018-12-06-jbc-1416-SB1-18-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","unk",1,NA,NA,c(-121.920960095725, 36.6298983773252),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-20","nsf-2018-12-06-jbc-1416-SB1-20-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","kcr",1,2,"a",c(-121.921292553198, 36.6300960293511),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-25","nsf-2018-12-06-jbc-1416-SB1-25-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","pur",2,2,"a",c(-121.921620009822, 36.6304974108742),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-4","nsf-2018-12-06-jbc-1416-SB1-4-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","pur",1,1,"c",c(-121.919994944125, 36.6299154597431),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-5","nsf-2018-12-06-jbc-1416-SB1-5-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","pur",1,1,"c",c(-121.920451915265, 36.6299982514566),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-6","nsf-2018-12-06-jbc-1416-SB1-6-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","pur",2,1,"c",c(-121.920451915265, 36.6299982514566),NA
"nsf-2018-12-06-jbc-1416","nsf-2018-12-06-jbc-1416-SB1-8","nsf-2018-12-06-jbc-1416-SB1-8-1",2018-12-06,1899-12-31 14:16:00,1899-12-31 14:56:00,"k",1,"m","y","kcr",1,2,"a",c(-121.920360693813, 36.6297949127261),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB1-1","nsf-2018-12-06-rwc-913-SB1-1-1",2018-12-06,1899-12-31 09:13:00,1899-12-31 10:08:00,"a",0,"x","y","kcr",1,2,"b",c(-121.889572013793, 36.605057600365),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB1-2","nsf-2018-12-06-rwc-913-SB1-2-1",2018-12-06,1899-12-31 09:13:00,1899-12-31 10:08:00,"a",0,"x","y","rcr",0.001,3,"a",c(-121.889572013793, 36.605057600365),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB1-3","nsf-2018-12-06-rwc-913-SB1-3-1",2018-12-06,1899-12-31 09:13:00,1899-12-31 10:08:00,"a",0,"x","c","rcr",1,3,"a",c(-121.889572013793, 36.605057600365),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB1-4","nsf-2018-12-06-rwc-913-SB1-4-1",2018-12-06,1899-12-31 09:13:00,1899-12-31 09:27:00,"a",0,"x","y","can",1,2,"a",c(-121.889572013793, 36.605057600365),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB1-5","nsf-2018-12-06-rwc-913-SB1-5-1",2018-12-06,1899-12-31 09:13:00,1899-12-31 09:27:00,"a",0,"x","y","fat",1,2,"c",c(-121.889863711966, 36.6050044001862),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-1","nsf-2018-12-06-rwc-913-SB2-1-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","mus",3,1,"c",c(-121.890115221921, 36.6040222458325),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-10","nsf-2018-12-06-rwc-913-SB2-10-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"a",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-10","nsf-2018-12-06-rwc-913-SB2-10-2",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"b",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-11","nsf-2018-12-06-rwc-913-SB2-11-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,1,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-12","nsf-2018-12-06-rwc-913-SB2-12-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-13","nsf-2018-12-06-rwc-913-SB2-13-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","mus",2,1,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-15","nsf-2018-12-06-rwc-913-SB2-15-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","mus",5,1,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-16","nsf-2018-12-06-rwc-913-SB2-16-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"b",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-17","nsf-2018-12-06-rwc-913-SB2-17-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"b",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-18","nsf-2018-12-06-rwc-913-SB2-18-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-19","nsf-2018-12-06-rwc-913-SB2-19-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","wor",1,1,"b",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-20","nsf-2018-12-06-rwc-913-SB2-20-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"a",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-21","nsf-2018-12-06-rwc-913-SB2-21-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","wor",1,1,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-3","nsf-2018-12-06-rwc-913-SB2-3-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","mus",3,1,"c",c(-121.890115221921, 36.6040222458325),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-4","nsf-2018-12-06-rwc-913-SB2-4-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"a",c(-121.890115221921, 36.6040222458325),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-5","nsf-2018-12-06-rwc-913-SB2-5-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"a",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-6","nsf-2018-12-06-rwc-913-SB2-6-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,1,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-7","nsf-2018-12-06-rwc-913-SB2-7-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"a",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-8","nsf-2018-12-06-rwc-913-SB2-8-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-rwc-913","nsf-2018-12-06-rwc-913-SB2-9","nsf-2018-12-06-rwc-913-SB2-9-1",2018-12-06,1899-12-31 09:34:00,1899-12-31 10:08:00,"a",0,"x","y","fat",1,2,"c",c(-121.889678906799, 36.603987286121),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-11","nsf-2018-12-06-snl-930-SB1-11-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","pur",1,1,"b",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-12","nsf-2018-12-06-snl-930-SB1-12-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","pur",3,1,"c",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-15","nsf-2018-12-06-snl-930-SB1-15-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","aba",1,3,"b",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-16","nsf-2018-12-06-snl-930-SB1-16-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","c","aba",1,3,"b",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-17","nsf-2018-12-06-snl-930-SB1-17-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","pur",0.01,1,"c",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-18","nsf-2018-12-06-snl-930-SB1-18-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","rab",1,1,"c",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-19","nsf-2018-12-06-snl-930-SB1-19-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","rab",1,1,"c",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-20","nsf-2018-12-06-snl-930-SB1-20-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","rab",1,2,"b",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-22","nsf-2018-12-06-snl-930-SB1-22-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","rab",1,2,"b",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-24","nsf-2018-12-06-snl-930-SB1-24-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","rab",1,3,"c",c(-121.919481245795, 36.6296812877868),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-27","nsf-2018-12-06-snl-930-SB1-27-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","pur",2,1,"c",c(-121.919129937043, 36.6296950773404),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-29","nsf-2018-12-06-snl-930-SB1-29-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","pur",1,1,"c",c(-121.919129937043, 36.6296950773404),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-29","nsf-2018-12-06-snl-930-SB1-29-2",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","chi",1,1,"c",c(-121.919129937043, 36.6296950773404),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-31","nsf-2018-12-06-snl-930-SB1-31-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","chi",1,2,"a",c(-121.919129937043, 36.6296950773404),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-4","nsf-2018-12-06-snl-930-SB1-4-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","pur",2,1,"b",c(-121.919368052752, 36.6287869697427),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-5","nsf-2018-12-06-snl-930-SB1-5-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","I",NA,NA,NA,NA,c(-121.919368052752, 36.6287869697427),NA
"nsf-2018-12-06-snl-930","nsf-2018-12-06-snl-930-SB1-7","nsf-2018-12-06-snl-930-SB1-7-1",2018-12-06,1899-12-31 09:30:00,1899-12-31 10:03:00,"k",1,"m","y","rab",1,3,"b",c(-121.918936581615, 36.6292395983456),NA
"nsf-2018-12-09-jaf-1140","nsf-2018-12-09-jaf-1140-SB1-4","nsf-2018-12-09-jaf-1140-SB1-4-1",2018-12-09,1899-12-31 11:40:00,1899-12-31 11:49:00,"a",0,"x","y","rcr",1,2,"a",c(-121.893059902159, 36.6053635732851),NA
"nsf-2018-12-10-jaf-1526","nsf-2018-12-10-jaf-1526-SB1-1","nsf-2018-12-10-jaf-1526-SB1-1-1",2018-12-10,1899-12-31 15:26:00,1899-12-31 15:34:00,"k",1,"m","y","pur",1,1,"b",c(-121.894877255869, 36.6105315292928),"Breakwater"
"nsf-2018-12-10-jaf-1526","nsf-2018-12-10-jaf-1526-SB1-1","nsf-2018-12-10-jaf-1526-SB1-1-2",2018-12-10,1899-12-31 15:26:00,1899-12-31 15:34:00,"k",1,"m","y","gas",2,1,"b",c(-121.894877255869, 36.6105315292928),"Breakwater"
"nsf-2018-12-10-jaf-1526","nsf-2018-12-10-jaf-1526-SB1-2","nsf-2018-12-10-jaf-1526-SB1-2-1",2018-12-10,1899-12-31 15:26:00,1899-12-31 15:34:00,"k",1,"m","y","gas",1,1,"b",c(-121.894877255869, 36.6105315292928),"Breakwater"
"nsf-2018-12-10-jaf-1526","nsf-2018-12-10-jaf-1526-SB1-3","nsf-2018-12-10-jaf-1526-SB1-3-1",2018-12-10,1899-12-31 15:26:00,1899-12-31 15:34:00,"k",1,"m","y","gas",3,1,"a",c(-121.894877255869, 36.6105315292928),"Breakwater"
"nsf-2018-12-10-jaf-1526","nsf-2018-12-10-jaf-1526-SB1-4","nsf-2018-12-10-jaf-1526-SB1-4-1",2018-12-10,1899-12-31 15:26:00,1899-12-31 15:34:00,"k",1,"m","y","gas",4,1,"b",c(-121.894336492374, 36.6108265253692),"Breakwater"
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-1","nsf-2018-12-10-nmr-858-SB1-1-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","y","pur",4,1,"c",c(-121.895006892015, 36.6109988032437),"Breakwater"
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-10","nsf-2018-12-10-nmr-858-SB1-10-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","y","coc",1,2,"a",c(-121.895526970749, 36.6122772180657),NA
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-11","nsf-2018-12-10-nmr-858-SB1-11-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","y","pur",1,1,"b",c(-121.895526970749, 36.6122772180657),NA
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-12","nsf-2018-12-10-nmr-858-SB1-12-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","c","coc",1,2,"a",c(-121.895784546024, 36.612439920628),NA
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-2","nsf-2018-12-10-nmr-858-SB1-2-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","y","pur",3,1,"b",c(-121.895006892015, 36.6109988032437),"Breakwater"
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-3","nsf-2018-12-10-nmr-858-SB1-3-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","y","pur",2,1,"b",c(-121.895006892015, 36.6109988032437),"Breakwater"
"nsf-2018-12-10-nmr-858","nsf-2018-12-10-nmr-858-SB1-4","nsf-2018-12-10-nmr-858-SB1-4-1",2018-12-10,1899-12-31 08:58:00,1899-12-31 09:43:00,"k",1,"m","y","fat",1,2,"c",c(-121.895006892015, 36.6109988032437),"Breakwater"
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-1","nsf-2018-12-10-rwc-1431-SB1-1-2",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","unk",1,1,"c",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-1","nsf-2018-12-10-rwc-1431-SB1-1-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1,1,"b",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-10","nsf-2018-12-10-rwc-1431-SB1-10-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","unk",0.01,2,"a",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-10","nsf-2018-12-10-rwc-1431-SB1-10-2",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1,2,"a",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-11","nsf-2018-12-10-rwc-1431-SB1-11-2",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","unk",1,1,"b",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-11","nsf-2018-12-10-rwc-1431-SB1-11-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1.5,1,"c",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-15","nsf-2018-12-10-rwc-1431-SB1-15-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","rcr",0.2,3,"a",c(-121.907005603928, 36.6219762547968),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-16","nsf-2018-12-10-rwc-1431-SB1-16-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",3,2,"a",c(-121.907005603928, 36.6219762547968),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-17","nsf-2018-12-10-rwc-1431-SB1-17-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1,2,"a",c(-121.907005603928, 36.6219762547968),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-18","nsf-2018-12-10-rwc-1431-SB1-18-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1,1,"c",c(-121.906221590619, 36.6219740315431),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-19","nsf-2018-12-10-rwc-1431-SB1-19-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","unk",1,1,"c",c(-121.906221590619, 36.6219740315431),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-2","nsf-2018-12-10-rwc-1431-SB1-2-2",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1,2,"a",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-2","nsf-2018-12-10-rwc-1431-SB1-2-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","pur",1,1,"c",c(-121.909258580753, 36.6226770863164),NA
"nsf-2018-12-10-rwc-1431","nsf-2018-12-10-rwc-1431-SB1-20","nsf-2018-12-10-rwc-1431-SB1-20-1",2018-12-10,1899-12-31 14:31:00,1899-12-31 15:18:00,NA,0,"x","y","unk",2,2,"a",c(-121.906221590619, 36.6219740315431),NA
